pattern	constr_id	sent_id	type	prefix	correct_number	n_attr	punct	len_context	len_prefix	hidden650_batch64_dropout0.2_lr10.0	mturk_count	freq
L__DET_ADJ_NOUN	8	1	generated	I scudi neanche sono inclusi nei soldati del lì degno e opportuno	sing	0	False	4	12	100	80.0	100
L__DET_ADJ_NOUN	8	2	generated	I testi mica sono assegnati nei vertici del dapprima finanziario e esatto	sing	0	False	4	12	100	100.0	100
L__DET_ADJ_NOUN	8	3	generated	I filtri neppure sono inclusi nei controllori del precedentemente moderno e onesto	sing	0	False	4	12	100	100.0	100
L__DET_ADJ_NOUN	8	4	generated	I metodi neppure sono arrivati nei modi del ragionevolmente fiero e improvviso	sing	0	False	4	12	100	100.0	100
L__DET_ADJ_NOUN	8	5	generated	I motori neanche sono esclusi nei tifosi del ferocemente sanitario e islamico	sing	0	False	4	12	100	88.88888888888889	100
L__DET_ADJ_NOUN	8	6	generated	I concorsi mica sono integrati nei quartieri del dappertutto gratuito e umano	sing	0	False	4	12	100	100.0	100
L__DET_ADJ_NOUN	8	7	generated	I studenti neppure sono inclusi nei delitti del straordinariamente rispettoso e ecclesiastico	sing	0	False	4	12	100	91.66666666666666	100
L__DET_ADJ_NOUN	8	8	generated	I parametri nemmeno sono individuati nei biglietti del definitivamente fortuito e impegnativo	sing	0	False	4	12	100	100.0	100
L__DET_ADJ_NOUN	8	9	generated	I secondi nemmeno sono erogati nei sentimenti del raramente mostruoso e estremo	sing	0	False	4	12	100	100.0	0
L__DET_ADJ_NOUN	17	0	original	Per tutte le piccole e medie	plur	0	False	4	6	100	100.0	0
L__DET_ADJ_NOUN	17	1	generated	Per tutte le reciproche e sotterranee	plur	0	False	4	6	100	100.0	0
L__DET_ADJ_NOUN	17	2	generated	Per tutte le comiche e mediche	plur	0	False	4	6	100	100.0	100
L__DET_ADJ_NOUN	17	3	generated	Per tutte le successive e brutte	plur	0	False	4	6	100	100.0	0
L__DET_ADJ_NOUN	17	4	generated	Per tutte le belle e suddette	plur	0	False	4	6	100	100.0	100
L__DET_ADJ_NOUN	17	5	generated	Per tutte le singole e concrete	plur	0	False	4	6	100	100.0	0
L__DET_ADJ_NOUN	17	6	generated	Per tutte le rispettive e sotterranee	plur	0	False	4	6	100	100.0	0
L__DET_ADJ_NOUN	17	7	generated	Per tutte le precise e scolastiche	plur	0	False	4	6	100	100.0	0
L__DET_ADJ_NOUN	17	8	generated	Per tutte le brutte e clandestine	plur	0	False	4	6	100	100.0	0
L__DET_ADJ_NOUN	17	9	generated	Per tutte le complesse e giudiziarie	plur	0	False	4	6	100	100.0	100
L__DET_ADJ_NOUN	20	0	original	quest' ultimo , convinto della validità e dell' importanza dell' idea , la affidò all' ing. Ugo Tiberio , un giovane e brillante	sing	0	False	4	23	100	100.0	100
L__DET_ADJ_NOUN	20	1	generated	quest' ennesimo , rigido della servitù e dell' energia dell' esclusione , la interpretò all' asset Antonia Louis , un fondamentale e piacevole	sing	0	False	4	23	100	100.0	0
L__DET_ADJ_NOUN	20	2	generated	quest' ennesimo , bosniaco della totalità e dell' opere dell' artista , la ospitò all' asset Ana Salvatore , un paradossale e terribile	sing	0	False	4	23	100	100.0	100
L__DET_ADJ_NOUN	20	3	generated	quest' ennesimo , finanziario della difficoltà e dell' intenzione dell' inserzione , la iniziò all' account Attila Cruise , un consapevole e territoriale	sing	0	False	4	23	100	100.0	100
L__DET_ADJ_NOUN	20	4	generated	quest' ennesimo , delicato della tv e dell' origine dell' iniziativa , la avvenne all' asset Aldo Claudia , un rurale e sottile	sing	0	False	4	23	100	100.0	100
L__DET_ADJ_NOUN	20	5	generated	quest' ennesimo , pacifico della flessibilità e dell' acqua dell' occasione , la innamorò all' es Elephant Serbia , un considerevole e tradizionale	sing	0	False	4	23	100	100.0	0
L__DET_ADJ_NOUN	20	6	generated	quest' ennesimo , mostruoso della metà e dell' autorizzazione dell' udienza , la affondò all' es Adone Dillon , un sottile e razziale	sing	0	False	4	23	100	90.0	100
L__DET_ADJ_NOUN	20	7	generated	quest' ennesimo , greco della collettività e dell' intenzione dell' esposizione , la ottenne all' asset Engels Baggio , un demaniale e rurale	sing	0	False	4	23	100	100.0	100
L__DET_ADJ_NOUN	20	8	generated	quest' ennesimo , sol della radio e dell' amnistia dell' emanazione , la inventò all' asset Ecuador Colosseo , un sindacale e forestale	sing	0	False	4	23	100	100.0	0
L__DET_ADJ_NOUN	20	9	generated	quest' ennesimo , preciso della fitness e dell' ispirazione dell' incorporazione , la ospitò all' asset Artù Trento , un rurale e facile	sing	0	False	4	23	100	100.0	100
L__DET_ADJ_NOUN	23	0	original	"I magistrati cinesi hanno chiesto una condanna pesante per Bo , sostenendo che la sua "" stravagante """	sing	0	True	4	18	100	100.0	100
L__DET_ADJ_NOUN	23	1	generated	"I colori nobili hanno messo una questione triennale per Campania , seguendo che la sua "" cinese """	sing	0	True	4	18	100	90.9090909090909	0
L__DET_ADJ_NOUN	23	2	generated	"I camini laterali hanno ferito una borgata consistente per Tom , preparando che la sua "" considerevole """	sing	0	True	4	18	100	88.88888888888889	0
L__DET_ADJ_NOUN	23	3	generated	"I riflettori meritevoli hanno considerato una presidenza liberale per Babe , pensando che la sua "" sperimentale """	sing	0	True	4	18	100	100.0	100
L__DET_ADJ_NOUN	23	4	generated	"I castelli grandi hanno toccato una ricostruzione palestinese per Mostro , parlando che la sua "" resistente """	sing	0	True	4	18	100	100.0	100
L__DET_ADJ_NOUN	23	5	generated	"I pseudonimi culturali hanno capitato una legislazione cruciale per Lennon , riuscendo che la sua "" terribile """	sing	0	True	4	18	100	90.9090909090909	100
L__DET_ADJ_NOUN	23	6	generated	"I misteri disabili hanno soprannominato una chirurgia territoriale per Mazara , contribuendo che la sua "" stagionale """	sing	0	True	4	18	100	100.0	100
L__DET_ADJ_NOUN	23	7	generated	"I riferimenti satellitari hanno capito una petizione spirituale per Benedetto , prendendo che la sua "" stabile """	sing	0	True	4	18	100	100.0	100
L__DET_ADJ_NOUN	23	8	generated	"I livelli morali hanno puntato una musica coniugale per Calabria , tenendo che la sua "" commerciale """	sing	0	True	4	18	100	100.0	100
L__DET_ADJ_NOUN	23	9	generated	"I residui gravi hanno sorto una malnutrizione naturale per Sunday , conservando che la sua "" giurisdizionale """	sing	0	True	4	18	100	100.0	100
L__DET_ADJ_NOUN	24	0	original	dal 17 al 19 febbraio si svolgerà il terzo incontro del consiglio degli otto “ saggi ”	plur	0	True	4	17	100	90.0	0
L__DET_ADJ_NOUN	24	1	generated	dal settanta al cinquanta commissariato si darà il settimo aeromobile del tricolore degli undici “ definitivi ”	plur	0	True	4	17	100	100.0	0
L__DET_ADJ_NOUN	24	2	generated	dal cinque al sessanta figlio si finirà il settimo arbitro del scrutinio degli undici “ rigorosi ”	plur	0	True	4	17	100	100.0	100
L__DET_ADJ_NOUN	24	3	generated	dal settanta al sessanta millennio si dirà il diciottesimo incendio del veterano degli undici “ respiratori ”	plur	0	True	4	17	0	100.0	0
L__DET_ADJ_NOUN	24	4	generated	dal duecento al cinquemila destino si presenterà il diciannovesimo indebitamento del silenzio degli undici “ lontani ”	plur	0	True	4	17	100	100.0	0
L__DET_ADJ_NOUN	24	5	generated	dal cinquanta al nove supporto si presenterà il quinto inventore del marchio degli undici “ britannici ”	plur	0	True	4	17	0	90.0	0
L__DET_ADJ_NOUN	24	6	generated	dal trecento al trenta timone si parlerà il diciottesimo obiettivo del pendio degli undici “ strategici ”	plur	0	True	4	17	100	100.0	0
L__DET_ADJ_NOUN	24	7	generated	dal tredici al cinque sbocco si continuerà il sesto architetto del pensiero degli undici “ mirati ”	plur	0	True	4	17	100	100.0	0
L__DET_ADJ_NOUN	24	8	generated	dal duemila al sessanta provvedimento si riprenderà il sesto alleggerimento del finanziamento degli undici “ contrari ”	plur	0	True	4	17	0	100.0	100
L__DET_ADJ_NOUN	24	9	generated	dal sette al sedici funerale si vedrà il diciottesimo alveo del discorso degli undici “ radioattivi ”	plur	0	True	4	17	100	88.88888888888889	0
L__DET_ADJ_NOUN	25	0	original	Soprattutto i piccoli e medi	plur	0	False	4	5	100	100.0	0
L__DET_ADJ_NOUN	25	1	generated	Mai i radioattivi e bravi	plur	0	False	4	5	100	100.0	0
L__DET_ADJ_NOUN	25	2	generated	Dove i medi e meteorologici	plur	0	False	4	5	100	100.0	0
L__DET_ADJ_NOUN	25	3	generated	Recentemente i nulli e bravi	plur	0	False	4	5	100	100.0	100
L__DET_ADJ_NOUN	25	4	generated	Solo i misteriosi e violenti	plur	0	False	4	5	100	100.0	0
L__DET_ADJ_NOUN	25	5	generated	Persino i governativi e velenosi	plur	0	False	4	5	100	100.0	0
L__DET_ADJ_NOUN	25	6	generated	Solo i napoletani e melodici	plur	0	False	4	5	100	90.9090909090909	0
L__DET_ADJ_NOUN	25	7	generated	Successivamente i catastrofici e sicuri	plur	0	False	4	5	100	100.0	0
L__DET_ADJ_NOUN	25	8	generated	Dunque i meteorologici e comunitari	plur	0	False	4	5	100	90.0	0
L__DET_ADJ_NOUN	25	9	generated	Spesso i narrativi e salvi	plur	0	False	4	5	100	100.0	100
L__DET_ADJ_NOUN	26	0	original	A tal proposito , sarebbe estremamente importante coinvolgere le piccole e medie	plur	0	False	4	12	100	100.0	0
L__DET_ADJ_NOUN	26	1	generated	A tal completamento , sarebbe altrettanto equatoriale preservare le rosse e vicine	plur	0	False	4	12	100	88.88888888888889	0
L__DET_ADJ_NOUN	26	2	generated	A tal talento , sarebbe infine influente respirare le cosiddette e governative	plur	0	False	4	12	100	100.0	0
L__DET_ADJ_NOUN	26	3	generated	A tal soldato , sarebbe adesso impossibile chiudere le salve e balcaniche	plur	0	False	4	12	100	100.0	0
L__DET_ADJ_NOUN	26	4	generated	A tal compito , sarebbe affatto applicabile sposare le turistiche e giuste	plur	0	False	4	12	100	100.0	0
L__DET_ADJ_NOUN	26	5	generated	A tal biglietto , sarebbe integralmente equivalente rivedere le rivoluzionarie e lunghe	plur	0	False	4	12	100	100.0	0
L__DET_ADJ_NOUN	26	6	generated	A tal sciatore , sarebbe allora agroalimentare gridare le reciproche e classiche	plur	0	False	4	12	100	100.0	0
L__DET_ADJ_NOUN	26	7	generated	A tal pregiudizio , sarebbe indipendentemente assente richiedere le libere e valide	plur	0	False	4	12	100	100.0	100
L__DET_ADJ_NOUN	26	8	generated	A tal fiato , sarebbe addirittura ambientale scavare le turistiche e minuscole	plur	0	False	4	12	100	100.0	100
L__DET_ADJ_NOUN	26	9	generated	A tal funzionamento , sarebbe immediatamente accettabile soggiornare le salve e giuridiche	plur	0	False	4	12	100	100.0	0
L__DET_ADJ_NOUN	29	0	original	Ogni individuo ha diritto , in posizione di piena uguaglianza , ad una equa e pubblica	sing	0	False	4	16	100	100.0	100
L__DET_ADJ_NOUN	29	1	generated	Ogni aggiornamento richiede campionato , in continuazione di misteriosa educazione , ad una ampia e periodica	sing	0	False	4	16	100	100.0	0
L__DET_ADJ_NOUN	29	2	generated	Ogni attacco vede frigorifero , in stella di vera abitudine , ad una agricola e magica	sing	0	False	4	16	100	100.0	0
L__DET_ADJ_NOUN	29	3	generated	Ogni autunno consuma motore , in bottiglia di preventiva evidenza , ad una agricola e decisiva	sing	0	False	4	16	100	100.0	100
L__DET_ADJ_NOUN	29	4	generated	Ogni interesse solleva colore , in conoscenza di singola energia , ad una estrema e rigorosa	sing	0	False	4	16	100	100.0	100
L__DET_ADJ_NOUN	29	5	generated	Ogni impero vola laboratorio , in casa di sonora esclusione , ad una inaspettata e lunga	sing	0	False	4	16	100	100.0	100
L__DET_ADJ_NOUN	29	6	generated	Ogni ingegner registra funzionamento , in formazione di congiunta unghia , ad una intrinseca e generica	sing	0	False	4	16	100	100.0	100
L__DET_ADJ_NOUN	29	7	generated	Ogni elemento gioca lancio , in circolazione di pazza accelerazione , ad una attenta e tipografica	sing	0	False	4	16	100	100.0	0
L__DET_ADJ_NOUN	29	8	generated	Ogni interesse piange declino , in rovina di mezza enciclica , ad una intera e romantica	sing	0	False	4	16	0	100.0	0
L__DET_ADJ_NOUN	29	9	generated	Ogni ingegnere siede dramma , in ricostituzione di splendida importanza , ad una alta e creativa	sing	0	False	4	16	100	100.0	100
L__DET_ADJ_NOUN	30	0	original	Il matrimonio potrà essere concluso soltanto con il libero e pieno	sing	0	False	4	11	100	100.0	100
L__DET_ADJ_NOUN	30	1	generated	Il mestiere potrà essere toccato precedentemente con il cattolico e giornalistico	sing	0	False	4	11	100	85.71428571428571	100
L__DET_ADJ_NOUN	30	2	generated	Il tribunale potrà essere disciplinato mai con il fiero e naturalistico	sing	0	False	4	11	100	100.0	100
L__DET_ADJ_NOUN	30	3	generated	Il tennista potrà essere venuto tuttora con il specializzato e veneziano	sing	0	False	4	11	100	90.0	100
L__DET_ADJ_NOUN	30	4	generated	Il pollice potrà essere frequentato qualvolta con il scarso e primo	sing	0	False	4	11	100	100.0	100
L__DET_ADJ_NOUN	30	5	generated	Il contesto potrà essere lanciato certamente con il specifico e gigantesco	sing	0	False	4	11	100	100.0	100
L__DET_ADJ_NOUN	30	6	generated	Il divario potrà essere gradito persino con il sofisticato e perfetto	sing	0	False	4	11	100	100.0	0
L__DET_ADJ_NOUN	30	7	generated	Il figlio potrà essere costato specialmente con il caratteristico e rilassato	sing	0	False	4	11	100	100.0	100
L__DET_ADJ_NOUN	30	8	generated	Il cotone potrà essere suggerito viceversa con il mostruoso e fondiario	sing	0	False	4	11	100	100.0	100
L__DET_ADJ_NOUN	30	9	generated	Il discapito potrà essere percepito disotto con il giuridico e concreto	sing	0	False	4	11	100	100.0	100
L__DET_ADJ_NOUN	31	0	original	Ogni individuo ha dei doveri verso la comunità , nella quale soltanto è possibile il libero e pieno	sing	0	False	4	18	100	100.0	100
L__DET_ADJ_NOUN	31	1	generated	Ogni apprendistato viaggia dei campi verso la disponibilità , nella quale ragionevolmente è considerevole il gelato e cardiaco	sing	0	False	4	18	0	100.0	0
L__DET_ADJ_NOUN	31	2	generated	Ogni insediamento possiede dei progetti verso la totalità , nella quale tranquillamente è sindacale il consultivo e giambico	sing	0	False	4	18	0	100.0	100
L__DET_ADJ_NOUN	31	3	generated	Ogni alveo prosegue dei profitti verso la formalità , nella quale separatamente è demaniale il famoso e cardiaco	sing	0	False	4	18	100	100.0	0
L__DET_ADJ_NOUN	31	4	generated	Ogni assetto cita dei moduli verso la gravità , nella quale fisicamente è conseguente il domestico e complicato	sing	0	False	4	18	0	87.5	100
L__DET_ADJ_NOUN	31	5	generated	Ogni ufficio basa dei freni verso la severità , nella quale personalmente è crescente il votivo e primitivo	sing	0	False	4	18	100	100.0	100
L__DET_ADJ_NOUN	31	6	generated	Ogni annullamento saluta dei boschi verso la povertà , nella quale volentieri è debole il difettoso e bel	sing	0	False	4	18	100	100.0	100
L__DET_ADJ_NOUN	31	7	generated	Ogni inizio ritiene dei piani verso la sovranità , nella quale rigorosamente è coerente il prossimo e strano	sing	0	False	4	18	100	100.0	0
L__DET_ADJ_NOUN	31	8	generated	Ogni ingegner chiarisce dei personaggi verso la nazionalità , nella quale tardi è cinese il pregiato e pacifico	sing	0	False	4	18	100	88.88888888888889	0
L__DET_ADJ_NOUN	31	9	generated	Ogni accompagnamento preme dei cataloghi verso la sonorità , nella quale successivamente è ligure il tecnologico e maggior	sing	0	False	4	18	100	100.0	100
L__DET_ADJ_NOUN	33	0	original	Ma i brevetti dei farmaci e i prezzi non sono i principali , e neppure grandi ,	plur	0	True	7	17	100	100.0	100
L__DET_ADJ_NOUN	33	1	generated	Ma i coloranti dei prestiti e i cambiamenti nemmeno sono i suscettibili , e nemmeno laterali ,	plur	0	True	7	17	100	88.88888888888889	100
L__DET_ADJ_NOUN	33	2	generated	Ma i palloni dei combattimenti e i pasti nemmeno sono i sessuali , e nemmeno professionali ,	plur	0	True	7	17	100	100.0	0
L__DET_ADJ_NOUN	33	3	generated	Ma i bersagli dei schermi e i produttori neanche sono i naturali , e mica tessili ,	plur	0	True	7	17	100	100.0	0
L__DET_ADJ_NOUN	33	4	generated	Ma i cultori dei gruppi e i guai neanche sono i pesanti , e mica giurisdizionali ,	plur	0	True	7	17	0	85.71428571428571	0
L__DET_ADJ_NOUN	33	5	generated	Ma i beneficiari dei muri e i muscoli mica sono i tessili , e mica parziali ,	plur	0	True	7	17	100	100.0	0
L__DET_ADJ_NOUN	33	6	generated	Ma i gatti dei vulcani e i fucili neppure sono i regolari , e nemmeno disabili ,	plur	0	True	7	17	100	100.0	0
L__DET_ADJ_NOUN	33	7	generated	Ma i predatori dei finanziamenti e i poliziotti nemmeno sono i nucleari , e mica costituzionali ,	plur	0	True	7	17	100	88.88888888888889	0
L__DET_ADJ_NOUN	33	8	generated	Ma i cani dei gesti e i preti mica sono i fragili , e nemmeno finlandesi ,	plur	0	True	7	17	100	88.88888888888889	0
L__DET_ADJ_NOUN	33	9	generated	Ma i presepi dei compiti e i dolori neppure sono i facili , e neanche deboli ,	plur	0	True	7	17	100	100.0	0
L__NOUN_VERB_PRON_VERB	0	0	original	Il trono che la guerra fredda aveva concesso alla Bomba si	sing	0	False	10	11	100	88.88888888888889	100
L__NOUN_VERB_PRON_VERB	0	1	generated	Il sottomarino che la repressione gratuita aveva suggerito alla Dichiarazione si	sing	0	False	10	11	100	90.9090909090909	100
L__NOUN_VERB_PRON_VERB	0	2	generated	Il burro che la bolla chiara aveva rovesciato alla Durata si	sing	0	False	10	11	100	87.5	100
L__NOUN_VERB_PRON_VERB	0	3	generated	Il ballo che la penisola medica aveva visitato alla Sezione si	sing	0	False	10	11	100	100.0	100
L__NOUN_VERB_PRON_VERB	0	4	generated	Il burro che la locazione collettiva aveva servito alla Base si	sing	0	False	10	11	100	87.5	100
L__NOUN_VERB_PRON_VERB	0	5	generated	Il consigliere che la repressione perfetta aveva mantenuto alla Base si	sing	0	False	10	11	100	100.0	100
L__NOUN_VERB_PRON_VERB	0	6	generated	Il spunto che la visione calda aveva conservato alla Basilica si	sing	0	False	10	11	100	90.0	100
L__NOUN_VERB_PRON_VERB	0	7	generated	Il corrispettivo che la copertura prossima aveva conquistato alla Traduzione si	sing	0	False	10	11	100	100.0	0
L__NOUN_VERB_PRON_VERB	0	8	generated	Il stipendio che la falla risolutiva aveva rimasto alla Dichiarazione si	sing	0	False	10	11	100	80.0	100
L__NOUN_VERB_PRON_VERB	0	9	generated	Il dolore che la plastica geometrica aveva perduto alla Sezione si	sing	0	False	10	11	100	100.0	100
L__NOUN_VERB_PRON_VERB	13	0	original	Le disposizioni contenute negli articoli precedenti si	plur	0	False	6	7	100	100.0	0
L__NOUN_VERB_PRON_VERB	13	1	generated	Le sanzioni stampate negli avvistamenti mediorientali si	plur	0	False	6	7	100	100.0	0
L__NOUN_VERB_PRON_VERB	13	2	generated	Le sacche prodotte negli animali comunali si	plur	0	False	6	7	100	100.0	0
L__NOUN_VERB_PRON_VERB	13	3	generated	Le villette decorate negli angeli competenti si	plur	0	False	6	7	100	100.0	0
L__NOUN_VERB_PRON_VERB	13	4	generated	Le fabbriche costruite negli organismi sensibili si	plur	0	False	6	7	100	100.0	0
L__NOUN_VERB_PRON_VERB	13	5	generated	Le luci giudicate negli insulti bilaterali si	plur	0	False	6	7	100	100.0	0
L__NOUN_VERB_PRON_VERB	13	6	generated	Le casse sormontate negli elementi competenti si	plur	0	False	6	7	100	100.0	0
L__NOUN_VERB_PRON_VERB	13	7	generated	Le ferie rivelate negli esseri regolamentari si	plur	0	False	6	7	100	100.0	0
L__NOUN_VERB_PRON_VERB	13	8	generated	Le lingue destinate negli utilizzatori personali si	plur	0	False	6	7	100	100.0	0
L__NOUN_VERB_PRON_VERB	13	9	generated	Le perdite promosse negli incrementi differenti si	plur	0	False	6	7	100	100.0	0
L__NOUN_VERB_PRON_VERB	14	0	original	Le norme stabilite dall' articolo precedente si	plur	1	False	6	7	100	100.0	0
L__NOUN_VERB_PRON_VERB	14	1	generated	Le cure costituite dall' esempio sconcertante si	plur	1	False	6	7	100	90.0	0
L__NOUN_VERB_PRON_VERB	14	2	generated	Le scarpe rimaste dall' anello ligure si	plur	1	False	6	7	100	100.0	0
L__NOUN_VERB_PRON_VERB	14	3	generated	Le formiche viste dall' istituto settentrionale si	plur	1	False	6	7	100	100.0	0
L__NOUN_VERB_PRON_VERB	14	4	generated	Le catene poste dall' opuscolo complementare si	plur	1	False	6	7	100	100.0	0
L__NOUN_VERB_PRON_VERB	14	5	generated	Le scorte ridotte dall' elemento scadente si	plur	1	False	6	7	100	100.0	0
L__NOUN_VERB_PRON_VERB	14	6	generated	Le pagine mutate dall' angolo triste si	plur	1	False	6	7	100	88.88888888888889	0
L__NOUN_VERB_PRON_VERB	14	7	generated	Le signore provocate dall' ateneo preferibile si	plur	1	False	6	7	0	88.88888888888889	0
L__NOUN_VERB_PRON_VERB	14	8	generated	Le procedure destinate dall' avvistamento costituzionale si	plur	1	False	6	7	100	87.5	0
L__NOUN_VERB_PRON_VERB	14	9	generated	Le dichiarazioni destinate dall' orizzonte sufficiente si	plur	1	False	6	7	100	100.0	0
L__NOUN_VERB_PRON_VERB	15	0	original	Nelle distribuzioni per ruota il tempo che impiega l' acqua per giungere alla bocca di derivazione dell' utente si	sing	0	False	14	19	100	70.0	100
L__NOUN_VERB_PRON_VERB	15	1	generated	Nelle sovrapposizioni per rivincita il capitolo che avanza l' instaurazione per trasportare alla crosta di spirale dell' artista si	sing	0	False	14	19	100	80.0	100
L__NOUN_VERB_PRON_VERB	15	2	generated	Nelle parti per tomba il lago che occorre l' idea per partire alla follia di spinta dell' autista si	sing	0	False	14	19	100	88.88888888888889	100
L__NOUN_VERB_PRON_VERB	15	3	generated	Nelle piste per cognata il serpente che adotta l' emanazione per bilanciare alla fattura di pubblicazione dell' artista si	sing	0	False	14	19	100	90.0	100
L__NOUN_VERB_PRON_VERB	15	4	generated	Nelle trasmissioni per fede il ramo che apre l' ambientazione per sopravvivere alla ventina di delegazione dell' apprendista si	sing	0	False	14	19	100	80.0	100
L__NOUN_VERB_PRON_VERB	15	5	generated	Nelle teste per fetta il desiderio che acquista l' invasione per contenere alla strada di prospettiva dell' atleta si	sing	0	False	14	19	100	80.0	100
L__NOUN_VERB_PRON_VERB	15	6	generated	Nelle lettere per striscia il patrimonio che ama l' euforia per bere alla coscienza di rinascita dell' atleta si	sing	0	False	14	19	100	90.9090909090909	100
L__NOUN_VERB_PRON_VERB	15	7	generated	Nelle liti per cucina il metallo che appoggia l' alternativa per contenere alla propensione di regia dell' adolescente si	sing	0	False	14	19	100	100.0	100
L__NOUN_VERB_PRON_VERB	15	8	generated	Nelle sostanze per terra il creolo che effettua l' impressione per temere alla coppia di dipendenza dell' ospite si	sing	0	False	14	19	100	100.0	100
L__NOUN_VERB_PRON_VERB	15	9	generated	Nelle lacrime per convocazione il presupposto che erge l' istituzione per salvaguardare alla signora di gola dell' agente si	sing	0	False	14	19	0	80.0	100
L__NOUN_VERB_PRON_VERB	17	0	original	La prestazione che ha per oggetto una cosa determinata si	sing	0	False	9	10	100	100.0	100
L__NOUN_VERB_PRON_VERB	17	1	generated	La fidanzata che contiene per ottimismo una piramide misteriosa si	sing	0	False	9	10	100	100.0	100
L__NOUN_VERB_PRON_VERB	17	2	generated	La cellulosa che chiede per editore una strategia clandestina si	sing	0	False	9	10	100	100.0	100
L__NOUN_VERB_PRON_VERB	17	3	generated	La moneta che chiude per omicidio una balia faticosa si	sing	0	False	9	10	100	90.9090909090909	100
L__NOUN_VERB_PRON_VERB	17	4	generated	La registrazione che prosegue per indulto una piattaforma delicata si	sing	0	False	9	10	100	100.0	100
L__NOUN_VERB_PRON_VERB	17	5	generated	La folla che contiene per asilo una funzione bosniaca si	sing	0	False	9	10	100	90.0	100
L__NOUN_VERB_PRON_VERB	17	6	generated	La pioggia che scorre per abbigliamento una rilevanza carbonica si	sing	0	False	9	10	100	100.0	100
L__NOUN_VERB_PRON_VERB	17	7	generated	La provincia che riapre per esplosivo una vetta geometrica si	sing	0	False	9	10	100	100.0	100
